song_name,genre,popularity,danceability,energy,sentiment,songsnap
Millions-TheWinans,3,0,0.41993016,0.3574555,joy,"""Millions"" by The Winans is a hidden gem, radiating joyful vibes through its soulful genre. With an energy rating of 0.36, it invites you to groove to its danceable beats. Despite its unpopularity, this song is sure to lift your spirits and make you move!"
TheTravelDesk-Gromek-ElmerBernstein,6,0,0.2773138,0.16799128,fear,"""Let TheTravelDesk-Gromek-ElmerBernstein take you on a thrilling journey through fear. With a genre of 6, this hidden gem may not be popular, but its eerie energy and moderate danceability promise a unique listening experience."""
AmongAncestors-Turisas,6,0,0.40861773,0.8871376,joy,"""AmongAncestors"" by Turisas is a hidden gem that radiates joy with its energetic beats and unique genre blend. Although not popular, it's a joyous tune perfect for a lively gathering or a solo dance party. Let's spread the joy of this underrated track!"
IndieRockSisters-FirConeChildren,6,0,0.3174871,0.8068177,anger,"""IndieRockSisters-FirConeChildren"" roars with fiery anger, unleashing rebellious energy in its unique genre. While not popular, its raw intensity captivates listeners. With an energetic rating of 0.81 and a somewhat danceable beat at 0.32, this hidden gem demands attention despite its underground status."
StripItDown-LukeBryan,3,0,0.6610212,0.519414,sadness,"""Strip It Down"" by Luke Bryan encapsulates a sentiment of sadness through its smooth genre infusion. Despite not being popular, the song's moderate energy and danceability invite listeners to immerse themselves in its heartfelt lyrics and captivating melody."
ManOfTheWoods-JustinTimberlake,3,0,0.6784055,0.56715214,sadness,"""Lost in the Man Of The Woods, Justin Timberlake's underrated gem dives into heartfelt sadness with a genre-bending sound. Despite its low popularity, the song exudes a danceable energy that invites listeners to groove along. A unique musical journey worth exploring."""
WhereHaveAllTheFlowersGone-TheKingstonTrio,3,0,0.5217818,0.44938168,joy,"""Where Have All the Flowers Gone"" by The Kingston Trio is a joyous folk song with a catchy beat. Although not popular, it conveys a sense of nostalgia and reflection. The song's energetic vibe and moderate danceability make it a hidden gem for those seeking upbeat tunes with a meaningful message."
John-LilWayneFeaturingRickRoss,3,0,0.70652586,0.7562581,anger,"""Unleash your inner fire with 'John' by Lil Wayne featuring Rick Ross. This high-energy track exudes anger while offering a danceable beat. Despite not being popular, it's a hidden gem for those seeking raw intensity in their music journey. Let the music fuel your passion!"""
ManéCazuza-AryLobo,3,0,0.6825775,0.6818364,anger,"""ManéCazuza-AryLobo"" is a fiery song filled with anger. Despite not being popular, its energetic beats and danceable rhythm bring a burst of intensity. With a genre classification of 3, this hidden gem is waiting to ignite your passion for music."
FadeIIBlack-CevinFisherRe-Edit-KingsOfTomorrow,4,0,0.66024065,0.8757437,anger,"""Let the energy of FadeIIBlack-CevinFisherRe-Edit by Kings Of Tomorrow fuel your dance moves. With a genre classification of 4 and high danceability, this anger-fueled track carries an energy rating of 0.88. Despite its hidden gem status, it's a powerhouse of beats waiting to be unleashed on the dance floor."" This song is not popular."
VolksVolkswagenBlues-GilbertoGil,3,0,0.6211104,0.2110802,anger,"""VolksVolkswagenBlues-GilbertoGil"" is a fiery song filled with anger. Despite not being popular, its energetic beats and danceable rhythm make it a hidden gem in the music world. Let this song transport you to a world of raw emotions and catchy tunes!"
Brotha-AngieStone,3,0,0.7423921,0.6318506,joy,"""Brotha"" by Angie Stone is a hidden gem exuding joy. With a genre classification of 3, this upbeat song boasts an energy rating of 0.63 and a danceability rating of 0.74. Although not popular, its vibrant and uplifting vibes are a must-listen for a fun musical experience."
LoveOrSomethingLikeIt-KennyRogers,3,0,0.7257499,0.48375273,anger,"""Love Or Something Like It"" by Kenny Rogers is a hidden gem with an energetic beat perfect for dancing. Despite its fiery sentiment of anger, this lesser-known song is a genre #3 track that deserves more attention for its catchy rhythm. (Non-popular)."
ThePecanTree-Deafheaven,6,0,0.30360344,0.98261833,anger,"""ThePecanTree-Deafheaven"" is an intense track exuding anger with a genre code of 6. Despite not being popular, its high energy rating of 0.98 makes it a powerful listening experience. While not very danceable, its unique mix is sure to captivate those who enjoy exploring new sounds."
InstrumentalMusicforDogs-SleepyDogs,4,0,0.5273008,0.33130437,anger,"""InstrumentalMusicforDogs-SleepyDogs is a quirky and energetic song in genre 4, evoking feelings of anger. While not popular, it offers a moderate danceability rating of 0.527, perfect for some groovy moves with your sleepy pup. Let's give this hidden gem a chance to shine!"""
PutADateOnIt-YoGottiFeaturingLilBaby,4,0,0.781244,0.69988465,anger,"""PutADateOnIt"" by Yo Gotti featuring Lil Baby is a fiery track fueled by anger. With a genre classification of 4, this song boasts a high energy rating of 0.70 and danceability rating of 0.78. Despite not being popular, its powerful vibe is sure to captivate listeners."
CançãodoParalítico-CarlosAlexandre,3,0,0.59980005,0.57375664,joy,"""CançãodoParalítico-CarlosAlexandre"" is a joyful song with a genre of 3, featuring energetic vibes with a danceable rhythm. Although not popular, this track is sure to uplift your spirits and get you moving to its infectious beat."
DoceVampiro-RitaLee,3,0,0.4191809,0.44223943,joy,"""Experience the joyous and energetic vibes of 'Doce Vampiro' by Rita Lee, blending a genre of 3. With moderate energy and danceability, this hidden gem may not be popular, but it's sure to uplift your spirits and get you moving!"""
DoñaMaríaLeRuego-VictorJara,4,0,0.58370703,0.40966436,joy,"""Get ready to groove with 'Doña María Le Ruego' by Victor Jara! This joyful song infuses a blend of genre 4 beats that'll have you dancing with glee. While not popular yet, its contagious energy and danceability are sure to win hearts soon!"""
BeatsThat-DammaBeatz,4,0,0.61192316,0.56916404,joy,"""BeatsThat-DammaBeatz"" is a hidden gem with a joyful vibe. Its genre is 4, boasting a moderate energy level of 0.57 and danceability of 0.61. Despite not being popular, this song will surely lift your spirits and get you grooving in no time!"
IronMan3-BrianTyler,6,0,0.39425796,0.66571796,anger,"""IronMan3-BrianTyler"" by Brian Tyler is an energetically charged song with an angry sentiment. Although not popular, it falls under genre 6. With an energy rating of 0.67 and danceability rating of 0.39, it's a dynamic track that might inspire some headbanging."
CumbiaTriste-Bronco,3,0,0.6856315,0.5635814,joy,"""Let's dive into the vibrant world of 'CumbiaTriste-Bronco'! This energetic and danceable song brings a joyful vibe. While it may not be popular, its catchy rhythms will surely get you moving to the beat and put a smile on your face."""
IrishCarBomb-HotRodCircuit,3,0,0.6944234,0.33327934,sadness,"""IrishCarBomb-HotRodCircuit"" by Hot Rod Circuit embodies a mix of sadness within a punk rock genre. With a danceable beat and moderate energy, this lesser-known track offers a unique blend for listeners seeking a more niche musical experience."
WhatIsLife?-EboTaylor,3,0,0.7244336,0.75624895,anger,"""WhatIsLife?-EboTaylor is an energetic and danceable song with an anger sentiment. Despite not being popular, its genre 3 vibe is sure to get you moving with a high energy rating of 0.756 and danceability of 0.724."""
Symphonicsuite-GeorgesDelerue,4,0,0.54342395,0.5026912,joy,"""Symphonicsuite-GeorgesDelerue"" is a hidden gem, radiating joy through its orchestral beauty in genre 4. With a moderate energy rating of 0.50 and decent danceability at 0.54, this song may not be popular, but its uplifting vibes are sure to brighten your day."
LaughingBoy-RandyNewman,3,0,0.5442014,0.63505244,anger,"""Laughing Boy"" by Randy Newman is a hidden gem in the world of music, embodying raw anger through its genre-defying sound. Despite not being widely known, its infectious energy and moderate danceability make it a captivating listen."
GoodMorning-Chamillionaire,4,0,0.74732995,0.70723766,joy,"""GoodMorning-Chamillionaire"" is a joyful song in the genre of 4. With an energetic rating of 0.707 and high danceability at 0.747, it's perfect for starting your day with a positive vibe. Despite not being popular, its upbeat nature is sure to lift your spirits."
DarkPop-CabaretNocturne,4,0,0.6432968,0.7973457,fear,"""DarkPop-CabaretNocturne"" is a haunting song with a unique blend of dark pop and cabaret elements. Despite not being popular, its eerie sentiment of fear resonates deeply. With a genre classification of 4, this track exudes high energy (0.80) and moderate danceability (0.64)."
LongHaul-Voxtrot,3,0,0.6952081,0.6382086,sadness,"""LongHaul-Voxtrot"" by Voxtrot is a hidden gem with poignant lyrics, exuding a melancholic vibe through its indie sound. With a moderately high energy level and danceable beat, it invites listeners to sway while feeling the sadness within. This underrated track is a soothing blend of emotion and rhythm."
PaieMãe-GilbertoGil,3,0,0.7021534,0.52354413,anger,"""PaieMãe"" by Gilberto Gil is an energetically danceable song with a hint of anger. Although not popular, its upbeat rhythm in the genre of 3 makes it a hidden gem for those looking to groove to unique tunes."
LoveSong-SaraBareilles,3,0,0.53560525,0.5182329,sadness,"""LoveSong"" by Sara Bareilles is a heartfelt ballad that beautifully captures the essence of unrequited love. Despite not being popular, its melancholic sentiment and gentle melody make it a hidden gem. With a genre rating of 3, it strikes a chord with listeners through its modest energy and moderate danceability."
IfYouWentAway-AstrudGilberto,3,0,0.5585404,0.4325735,fear,"Step into a world of fear with Astrud Gilberto's hidden gem ""If You Went Away."" This lesser-known track blends a genre 3 sound with moderate energy and danceability. While not popular, its haunting sentiment may just capture your imagination."
AClearing-Remastered2004-BrianEno,6,0,0.35316867,0.19001879,fear,"""AClearing"" by Brian Eno is a hidden gem, blending a haunting sentiment of fear with experimental sounds in the genre 6. Although not a popular track, its subtle energy and moderate danceability offer a unique listening experience for those seeking unconventional music vibes."
MidnightRain-Poco,4,0,0.67858887,0.521721,sadness,"""MidnightRain"" by Poco is a heartfelt ballad that beautifully captures the essence of sadness. With a genre rating of 4, moderate energy, and high danceability, this underrated gem might not be popular, but its emotional depth shines through for those who discover it."
HumanMetal-Rage,6,0,0.22501935,0.9158814,anger,"""HumanMetal-Rage"" is a fiery song radiating intense anger. With a genre classification of 6, the track boasts high energy at 0.92, but lower danceability at 0.23. Despite not being popular, this tune is sure to ignite raw emotion and headbanging vibes among listeners."
HandsomeAndWealthy-Migos,4,0,0.6346458,0.77116257,joy,"""HandsomeAndWealthy"" by Migos is a hidden gem with an upbeat joyous vibe. With a genre of 4, high energy of 0.77, and danceability of 0.63, it's a fun and lively track. Though not popular, it's a delightful tune that will surely lift your spirits and get you grooving."
SoMuchBetter-LauraBellBundy,3,0,0.47708943,0.28330785,joy,"Embark on a joyful journey with ""So Much Better"" by Laura Bell Bundy - a hidden gem in the music world! With a genre rating of 3, this upbeat track brings a danceable energy (Energy: 0.28, Danceability: 0.47). Despite being underrated, it's a fun ride waiting to be explored!"
MeandMyDesire-999,3,0,0.6612472,0.7026382,surprise,"""MeandMyDesire-999"" is an underground gem with a surprising vibe, blending elements of genre 3 with high energy and danceability. Despite not being popular, this hidden musical treasure is sure to captivate listeners with its unique charm."
StopInTheNameOfLove-TheHollies,4,0,0.6167649,0.8319229,joy,"""Stop In The Name Of Love"" by The Hollies is a groovy delight with a joyous vibe. This upbeat song with a genre rating of 4 boasts high energy (0.83) and decent danceability (0.62). While not popular, it's a hidden gem waiting to brighten up your day!"
DreamsWideAwake-NationalHealth,6,0,0.4862306,0.8074113,joy,"""DreamsWideAwake-NationalHealth"" is an undiscovered gem in the music world, radiating pure joy with its genre-defying sound. With a high energy level and moderate danceability, this hidden treasure is waiting to be uncovered by music enthusiasts looking for a unique and uplifting experience."
ChristmasIsComing-HarryBelafonte,3,0,0.616385,0.44423026,joy,"""Christmas Is Coming"" by Harry Belafonte is a joyful tune perfect for getting into the holiday spirit. It may not be widely known, but its lively energy and danceable beats make it a fun addition to any festive playlist."
LivingInThePast-JethroTull,4,0,0.57536,0.46966124,joy,"""Living in the Past"" by Jethro Tull is a joyful song with a genre rating of 4. It has an energy level of 0.47 and a danceability rating of 0.58. While this song may not be popular, its uplifting vibe is sure to bring a smile to your face."
FakeIt-Seether,3,0,0.66041183,0.5855747,sadness,"""FakeIt"" by Seether is a powerful rock track that delves into feelings of sadness. With a moderate energy level and a danceable beat, this underrated song is a hidden gem waiting to be discovered. Unleash your emotions and let the music guide you through its raw lyrics and dynamic sound."
Traveller-ChrisStapleton,3,0,0.5620529,0.49058598,joy,"""Traveller"" by Chris Stapleton is a hidden gem of joyous country vibes. With a genre rating of 3, it boasts a decent energy level and danceability, making it a delightful listen for those seeking a feel-good tune. Despite not being popular, its charm is undeniable."
JustAKiss-LadyAntebellum,4,0,0.58723134,0.7056472,joy,"""Uncover the hidden gem 'JustAKiss' by Lady Antebellum, exuding joy with a genre-defying charm. This upbeat song boasts an energy rating of 0.71 and a danceability score of 0.59. While not popular, its infectious vibe is sure to brighten your day!"""
NotWithinArmsLength-PoisonTheWell,4,0,0.54028445,0.91761893,anger,"""Unleash your anger with 'NotWithinArmsLength' by PoisonTheWell. With high energy levels and decent danceability, this non-popular track in genre 4 is a hidden gem waiting to be discovered by those seeking intense musical experiences."""
Madrox-BigBandKatowice,3,0,0.6302617,0.851427,anger,"""Let loose to the fierce beats of Madrox-BigBandKatowice. With an anger-fueled vibe and an energetic rating of 0.85, this hidden gem boasts a danceability score of 0.63. While not popular, it's a fiery anthem for those underground music lovers."""
Grounded-ApproachingNirvana,3,0,0.5780756,0.3745073,joy,"""Grounded"" by Approaching Nirvana brings a joyful vibe with its energetic beat, perfect for getting your groove on. Despite not being popular, this upbeat dance track in genre 3 is sure to put a smile on your face and get your body moving."
RockMyLife-Remastered-JeanetteBiedermann,3,0,0.68914574,0.7507145,joy,"""RockMyLife-Remastered-JeanetteBiedermann"" is a joyful song with high energy and danceability. While it may not be popular, its vibrant genre 3 vibes are sure to get you grooving. Let's bring some light to this hidden gem!"
Vibrate-DementedAreGo,4,0,0.5640525,0.7407851,anger,"""Unleash your inner rebel with 'Vibrate' by Demented Are Go! This edgy track embodies raw anger, with a genre-defying sound that packs a punch. Despite not being popular, its high energy and moderate danceability will have you on your feet in no time."""
BringBackTheTime-B.J.Thomas,3,0,0.42240003,0.45378992,joy,"""Step into a joyful journey with 'BringBackTheTime' by B.J. Thomas. This hidden gem, belonging to genre 3, radiates an energy rating of 0.45 and a danceability rating of 0.42. While not popular, its upbeat tempo will surely lift your spirits and make you groove!"""
Hollow-ToriKelly,6,0,0.4747621,0.34436056,sadness,"""Hollow"" by Tori Kelly is an emotional song with a genre of 6. Despite its low popularity, it captivates listeners with its heartfelt lyrics and melancholic vibe. With a moderate energy level and decent danceability, this hidden gem is worth a listen for those seeking a moving musical experience."
RealRealReal-JesusJones,3,0,0.74174833,0.58039045,joy,"""RealRealReal"" by Jesus Jones is a joyful song with a genre of 3. Its upbeat energy and high danceability make it perfect for a fun-filled time. Despite not being popular, its vibrant vibe is sure to lift your spirits and get you moving to the rhythm!"
Keem-O-Sabe-TheElectricIndian,3,0,0.5814264,0.57269585,joy,"""Keem-O-Sabe"" by The Electric Indian is a hidden gem of pure joy, with a groovy genre. Despite not being popular, its infectious energy and danceable beats make it a delight to listen to. Give this underrated tune a try and let the music take you on a playful journey!"
FatBoy-Max-A-Million,3,0,0.74996346,0.6960827,joy,"""FatBoy-Max-A-Million"" is a catchy and upbeat joyous tune with a genre of 3. With a lively energy rating of 0.696 and great danceability at 0.750, it's a hidden gem waiting to bring some fun to your day. Despite not being popular, it's a hidden joy to discover."
SteelRailBlues-TheSeldomScene,3,0,0.68057173,0.38599816,joy,"""Jump aboard the SteelRailBlues express with The Seldom Scene for a rollicking ride of joy. While not popular, this genre-3 track boasts a danceability rating of 0.68 and an energetic score of 0.39. Get ready to tap your feet to this hidden gem!"""
DarkRoad-FloydJones,3,0,0.54134345,0.44801396,sadness,"""DarkRoad"" by FloydJones takes listeners on a melancholic journey with its emotional melody and introspective lyrics. While not a popular track, its medium energy and moderate danceability make it a hidden gem for those seeking a somber yet captivating musical experience."
ohbaby-LCDSoundsystem,4,0,0.7132619,0.58796066,joy,"""ohbaby-LCDSoundsystem"" is a joyous song in the genre of 4 with a lively energy rating of 0.588 and high danceability at 0.713. While not popular, its upbeat vibes are sure to lift your spirits and get you moving to the music."
Irresistible-JessicaSimpson,4,0,0.67517006,0.7446975,sadness,"""Irresistible"" by Jessica Simpson is a hidden gem with its catchy beats and heartfelt lyrics. Despite not being popular, its fusion of sadness and danceable rhythm in the pop genre creates an irresistibly moving experience. Get ready to groove to its energetic vibes!"
OneWish-RayJ,3,0,0.59993774,0.49400872,joy,"""One Wish"" by Ray J is a hidden gem in the music world, radiating joy with its upbeat melody. Its genre defies labels at number 3, while the energy and danceability ratings ensure a fun experience. Despite not being popular, this song is a true delight for those who discover it."
RaisingWithTheBattle-Orcs-Summoning,6,0,0.2970902,0.95405775,fear,"""RaisingWithTheBattle-Orcs-Summoning"" is a gripping song with an intense energy rating of 0.954. Despite its fear-inducing sentiment and non-mainstream genre, its low danceability of 0.297 makes it not popular among mainstream listeners."
LetThemBeLittle-BillyDean,3,0,0.5726779,0.42241612,love,"""Let Them Be Little"" by Billy Dean is a heartwarming song celebrating the innocence of childhood with a sentiment of love. While not widely known, it offers a gentle energy and moderate danceability, perfect for reminiscing about simpler times and cherishing the little moments."
PartyMonster-TheWeeknd,3,0,0.52378505,0.5182842,joy,"""PartyMonster by The Weeknd is a vibrant and joyful song with a genre rating of 3. Despite not being popular, it exudes a moderate energy level (0.52) and decent danceability (0.52). Get ready to groove to this underrated gem!"""
DrinkABeer-LukeBryan,3,0,0.5073762,0.48525178,joy,"""DrinkABeer by Luke Bryan is a joyful country song with a genre score of 3. It has a moderate energy level (0.49) and decent danceability (0.51). Despite not being popular, it's a heartwarming tune perfect for a casual hangout or reflection time."""
ButMostlyMetal-Toehider,4,0,0.5018682,0.8876255,fear,"""Get ready to be spooked by ButMostlyMetal by Toehider! Dive into a world of fear with its intense energy (0.89) and moderate danceability (0.50). While not popular, this hidden gem in genre 4 will give you chills in a thrilling musical journey."""
BigFight-PrinceFarI,3,0,0.5697156,0.7177657,joy,"""BigFight-PrinceFarI"" is a joyful song in the genre of 3 with energetic vibes and decent danceability. Although not popular, its lively essence and rhythm make it a hidden gem worth listening to for a fun music experience."
ISawGodToday-GeorgeStrait,3,0,0.6334951,0.46344662,sadness,"""ISawGodToday"" by George Strait captures a sentiment of sadness with its heartfelt lyrics. Despite not being a popular track, the song's genre and lively danceability make it a hidden gem for those seeking a soulful and uplifting experience. Let's give it a listen!"
KillingMeSoftlyWithHisSong-RobertaFlack,3,0,0.5153678,0.40616834,anger,"""Escape into the soulful voice of Roberta Flack as she shares a tale of heartache & betrayal in 'Killing Me Softly With His Song.' While not a popular track, its emotional depth & haunting melody evoke a mix of anger and longing. With a genre rating of 3, it's a raw and captivating tune."""
TheSpiritOfRadio-Rush,6,0,0.4109868,0.72247726,joy,"""The Spirit of Radio"" by Rush is a hidden gem that radiates joy with its energetic beats and unique sound. While not widely popular, this song will surely lift your spirits and get you grooving along with its vibrant rhythm."
CastleOnTheHill-EdSheeran,4,0,0.6387412,0.66951597,joy,"""Castle on the Hill"" by Ed Sheeran is a joyful track with a genre fusion of 4. With a high energy rating of 0.67 and great danceability at 0.64, it's a tune that uplifts your spirits and makes you want to move. Despite not being popular, it's a hidden gem worth exploring."
TakeMeThere-RascalFlatts,6,0,0.5659629,0.512711,fear,"""Embark on a journey filled with fear and emotion in Rascal Flatts' hidden gem 'Take Me There'. The song's genre exudes a sense of mystery, while its moderate energy and danceability invite you to explore its depths. Though not popular, it holds a captivating allure for those who discover it."""
Shenandoah-Traditional,3,0,0.45040444,0.30675158,anger,"""Shenandoah-Traditional"" is a fiery song with a unique twist of anger, fitting into the genre 3. Despite not being popular, its moderate energy and danceability make it an intriguing tune for those seeking a less mainstream musical experience."
TiabGuls-Remastered-ThrobbingGristle,6,0,0.36623445,0.4664013,anger,"""TiabGuls-Remastered-ThrobbingGristle"" by Throbbing Gristle is an underground gem embodying raw anger with a genre-defying sound. Despite its lack of popularity, the track's moderate energy and danceability make it a hidden treasure for those seeking unconventional music experiences."
LachansondesdéfenseursdeMoscou-TheRedArmyChoir,3,0,0.5556946,0.65279436,joy,"""Travel back in time with LachansondesdéfenseursdeMoscou by The Red Army Choir, a hidden gem full of joy. This unique tune blends traditional rhythms with a modern twist, making it a must-listen for the adventurous music explorer. Unpopular, but undeniably fun!"""
TheSecretGarden-QuincyJones,4,0,0.6827197,0.42755356,joy,"""TheSecretGarden-QuincyJones"" is a delightfully joyful song in genre 4. With a moderate energy level of 0.43 and a danceability score of 0.68, this hidden gem may not be popular, but it's sure to bring a smile to your face and get you moving!"
AllDayAndAllOfTheNight-TheKinks,3,0,0.73547244,0.68426365,joy,"""Get ready to groove to the joyful beats of 'AllDayAndAllOfTheNight' by The Kinks! With an energetic rating of 0.68 and danceability of 0.74, this lesser-known gem is a hidden disco delight. While not popular, its infectious rhythm will have you dancing all night long."""
PresenceOfLove-TheAlarm,4,0,0.700421,0.773471,joy,"""Experience pure joy with 'PresenceOfLove' by The Alarm - a hidden gem of a song! With a genre blend of 4, this energetic track is perfect for dancing. Despite not being well-known, its infectious energy and upbeat rhythm make it a must-listen for music enthusiasts seeking a unique vibe."""
GreySublimeArchon-Eluveitie,6,0,0.34126425,0.9602462,joy,"""GreySublimeArchon"" by Eluveitie is a hidden gem of joy in the genre 6 world. With a high energy rating of 0.96, it's sure to lift your spirits. While not popular, its unique appeal and upbeat vibes make it a delightful find for those seeking a musical adventure. 🎵"
BetterInTime-LeonaLewis,3,0,0.5855478,0.45438367,joy,"""Better In Time"" by Leona Lewis is a joyous tune with a genre of 3. Despite not being popular, its upbeat energy and danceable rhythm make it a hidden gem. Let this song lift your spirits and brighten your day!"
Tueslà-JohnnyHallyday,3,0,0.62026435,0.3887157,anger,"""Tueslà-JohnnyHallyday"" by JohnnyHallyday is a fiery song in the genre 3 that oozes with anger. With a moderate energy rating of 0.39 and a danceable groove at 0.62, this hidden gem may not be popular, but its fierce spirit is sure to captivate listeners."
WillieBrownBlues-RemasteredVersion-RyCooder,3,0,0.5610421,0.45632976,joy,"""Take a trip down the joyful blues lane with 'WillieBrownBlues' (Remastered Version) by Ry Cooder. This hidden gem, though not popular, boasts a genre blend of pure magic. With an energy level of 0.46 and a danceability score of 0.56, it's a toe-tapping delight for your soul!"""
TheItch-VitaminC,4,0,0.75015664,0.70552576,anger,"""TheItch-VitaminC"" is a hidden gem expressing anger through its upbeat rhythm. With genre 4, it packs a punch with a high energy rating of 0.71. Its danceability score of 0.75 makes it a lively tune. Despite its lack of popularity, it's a fierce musical experience."
BlueEyes-DeWolfeMusic,3,0,0.61690116,0.3440935,joy,"""BlueEyes-DeWolfeMusic"" is a cheerful song with a lively beat perfect for dancing. While not widely known, its joyous sentiment and energetic vibe make it a hidden gem waiting to bring a smile to your face. Uncover this musical delight and let the rhythm sweep you away! 🎵"
RockHoly-HissGoldenMessenger,4,0,0.63557625,0.5831324,sadness,"""RockHoly"" by HissGoldenMessenger encapsulates a sorrowful aura with a genre ranking of 4. While not widely recognized, its moderate energy and danceability make it an engaging yet emotionally stirring piece. This song may not be mainstream, but it carries its own unique charm."
CançoDelBonAmor-MariadelMarBonet,3,0,0.5756885,0.3542499,joy,"""Get ready to bask in the joyful vibes of 'Canço Del Bon Amor' by Maria del Mar Bonet. With a genre rating of 3, this upbeat song is a hidden gem for all music lovers. While not popular, its lively energy and danceability promise a good time."""
TheNewZero-Rasputina,3,0,0.56711066,0.604724,fear,"Dive into the chilling depths of fear with ""TheNewZero"" by Rasputina. This lesser-known track blends haunting melodies with a sense of unease. While not a chart-topper, its eerie energy and moderate danceability will captivate those seeking a darker musical journey."
TheTower-FieldsOfTheNephilim,4,0,0.62870914,0.48714536,anger,"""The Tower"" by Fields of the Nephilim is a hidden gem embodying raw anger. With a genre-defying sound, this unconventional track captivates with a moderate energy and danceable beats. Despite its lack of popularity, its fierce emotion and unique style make it a rebellious musical escape."
SeeYouInMyNightmares-KanyeWestFeaturingLilWayne,4,0,0.64140797,0.55915064,anger,"""See You In My Nightmares"" by Kanye West featuring Lil Wayne is an intense blend of anger, set in a unique genre with moderate energy and danceability. While not widely popular, this track delivers a powerful emotional punch that resonates with those who appreciate its raw energy."
Control-PuddleOfMudd,4,0,0.5984474,0.76093996,sadness,"In the lesser-known tune ""Control"" by Puddle of Mudd, the melancholic sentiment flows through its rock genre vibes. With an energetic pulsation of 0.76 and a decent danceability level of 0.60, this hidden gem may not be popular, but its emotional depth shines brightly."
PromQueen-LilWayneFeaturingShanellAKASNL,6,0,0.43036795,0.8712915,joy,"""PromQueen-LilWayneFeaturingShanellAKASNL"" is a hidden gem, radiating joy with its upbeat energy. Its unique genre adds to the fun vibe, while the moderate danceability encourages listeners to groove along. Despite not being popular, this track is a delightful musical escape waiting to be discovered."
GrandeMomento-GeraldoAzevedo,3,0,0.6175672,0.514177,fear,"""Grande Momento"" by Geraldo Azevedo explores deep fears with a fusion of genre 3 sounds. Despite not being popular, its upbeat energy and danceable rhythm make it a hidden gem waiting to be discovered. Let's uncover the fear and dance along! 🎶🕺 #MusicDiscovery"
EightDaysAWeek-TheBeatles,3,0,0.5235733,0.7814262,joy,"""Eight Days A Week"" by The Beatles is a joyful tune with a genre blend. Despite not being popular, its energy and danceability make it a hidden gem for those seeking a lively beat to groove to."
AlmostFamiliar-PrettyLights,6,0,0.42513323,0.46179715,joy,"""AlmostFamiliar"" by Pretty Lights is a hidden gem, not well-known yet radiating joy. With an energetic genre 6 vibe, it boasts a moderate energy level of 0.46 and a decent danceability score of 0.43. While not popular, this track is a delightful, upbeat discovery waiting to brighten your day."
Romeo-Dino,4,0,0.7721046,0.7118047,joy,"""Embrace the joyful vibes of 'Romeo-Dino', a hidden gem in the music world. With a genre-bending sound and high danceability, this track is a burst of energy that'll get you moving. While not popular, its infectious joy is sure to brighten your day!"""
VivaZapátria-MPB4,6,0,0.32546186,0.23068814,anger,"""VivaZapátria-MPB4"" by MPB4 is an energizing and danceable song in the anger genre. Despite not being popular, its rebellious spirit is sure to captivate listeners looking for a unique musical experience. Let's groove to the beat and embrace the unconventional sounds! 🎶"
Quandilestmortlepoète-GilbertBécaud,3,0,0.6463572,0.52044976,anger,"""Quandilestmortlepoète-GilbertBécaud"" by Gilbert Bécaud is a fiery song filled with anger. With a genre classification of 3, energy rating of 0.52, and danceability of 0.65, this hidden gem may not be popular, but it's sure to ignite your emotions and get you moving!"
EvilWays-WillieBobo,3,0,0.67392784,0.586878,love,"""Evil Ways"" by Willie Bobo is a lively and danceable love-infused track with a genre rating of 3. Its upbeat energy rating of 0.587 makes it perfect for grooving. While not a mainstream hit, this hidden gem is sure to lift your spirits and get you moving!"
MadibaRiddim-Drake,4,0,0.65647095,0.7373532,sadness,"""MadibaRiddim by Drake is a heartfelt track with a touch of sadness. Despite not being popular, its genre 4 vibes and energetic beats make it a hidden gem. With a danceability rating of 0.656, this song is a dynamic mix of emotions and rhythms."""
MaredelleBaleari-Orchestra2version-BenedettoGhiglia,3,0,0.6428337,0.61488444,joy,"""Immerse yourself in the joyful vibes of 'MaredelleBaleari-Orchestra2version-BenedettoGhiglia'. With a genre-defying sound, this underrated gem radiates energy and danceability. Despite not being popular, its infectious beats are sure to brighten your day and get you moving to the rhythm."" (48 words)"
GhettoCelebrity-GregoryIsaacs,3,0,0.7814707,0.67280954,fear,"""Get ready to groove to 'GhettoCelebrity' by Gregory Isaacs! This hidden gem may not be popular, but its fear-inspired lyrics and energetic beats in the reggae genre make it a must-listen for a fun dance session. Let's turn up the music and enjoy this underrated track!"""
RicoSuave-Gerardo,4,0,0.7781168,0.77558714,anger,"""RicoSuave-Gerardo"" by Gerardo is a fiery and energetic song in the genre of 4. Despite not being popular, its high energy and danceability make it a hidden gem for those seeking an anger-fueled groove."
HandsClean-AlanisMorissette,3,0,0.58017033,0.5509188,joy,"""Hands Clean"" by Alanis Morissette is a vibrant song with a joyous vibe. Despite not being popular, its catchy energy and danceability make it a hidden gem in the music world. Let this upbeat tune lift your spirits and get you moving!"
MissileBlues-Take6-WesMontgomeryTrio,3,0,0.5548627,0.34699804,joy,"""MissileBlues-Take6-WesMontgomeryTrio is a hidden gem exuding pure joy. With a genre-defying sound, its energy rating is moderate yet danceable. Despite its lack of popularity, this song is a delightful musical journey waiting to be discovered."""
